"cut","carat","color","price"
"Very Good",0.36,"H",568
"Premium",0.36,"H",568
"Fair",0.9,"D",3382
"Very Good",0.9,"I",3382
"Ideal",1.02,"G",3382
"Ideal",0.7,"G",3384
"Ideal",0.7,"G",3384
"Ideal",0.7,"G",3384
"Ideal",0.79,"E",3384
"Fair",0.95,"D",3384
"Premium",0.71,"H",3384
"Ideal",0.76,"D",3384
"Very Good",0.78,"E",3385
"Premium",0.9,"I",3385
"Premium",0.9,"G",3385
"Ideal",0.72,"E",3385
"Very Good",0.91,"G",3387
"Very Good",0.91,"G",3387
"Premium",0.9,"H",3387
"Premium",0.9,"H",3387
"Premium",0.9,"H",3387
"Very Good",0.9,"H",3387
"Premium",0.9,"H",3387
"Fair",0.9,"H",3387
"Fair",0.9,"I",3387
"Ideal",0.77,"F",3387
"Very Good",0.9,"H",3387
"Premium",0.9,"H",3387
"Fair",1,"F",3387
"Ideal",1.01,"E",3388
"Very Good",0.91,"G",3388
"Very Good",0.9,"H",3388
"Very Good",0.9,"H",3388
"Premium",1.1,"H",3388
"Ideal",0.74,"G",3388
"Premium",0.7,"E",3389
"Very Good",0.74,"G",3389
"Ideal",0.73,"G",3389
"Ideal",0.78,"D",3389
"Premium",0.88,"D",3390
"Ideal",0.79,"E",3390
"Good",0.9,"E",3391
"Very Good",0.9,"G",3391
"Ideal",0.72,"I",3391
"Ideal",0.72,"I",3391
"Premium",1.06,"J",3391
"Very Good",0.84,"I",3392
"Premium",0.91,"G",3392
"Ideal",0.85,"I",3392
"Premium",1.04,"E",3392
"Premium",1.04,"E",3392
"Good",0.77,"F",3393
"Good",0.71,"F",3393
"Premium",0.83,"F",3393
"Very Good",0.76,"G",3394
"Very Good",0.94,"H",3394
"Premium",1.01,"E",3394
"Good",1.01,"I",3394
"Premium",1.01,"H",3394
"Premium",1.01,"H",3394
"Very Good",1.05,"J",3395
"Ideal",0.73,"G",3396
"Ideal",0.61,"D",3397
"Ideal",0.81,"G",3397
"Very Good",0.79,"F",3398
"Good",0.9,"H",3398
"Premium",0.9,"I",3398
"Very Good",0.9,"G",3398
"Premium",0.9,"I",3398
"Very Good",0.9,"I",3398
"Good",0.9,"I",3398
"Good",0.9,"I",3398
"Premium",0.85,"D",3398
"Ideal",0.81,"G",3398
"Good",1.01,"J",3399
"Good",1.01,"I",3399
"Good",1.01,"I",3399
"Ideal",0.7,"F",3399
"Ideal",0.7,"F",3399
"Premium",0.92,"F",3400
"Good",0.9,"E",3400
"Premium",0.88,"G",3400
"Ideal",0.92,"F",3400
"Premium",0.74,"E",3401
"Good",0.9,"E",3401
"Good",0.9,"E",3401
"Very Good",0.78,"F",3401
"Ideal",0.76,"D",3401
"Ideal",0.76,"E",3401
"Ideal",0.74,"G",3402
"Premium",0.81,"G",3402
"Ideal",0.75,"E",3402
"Fair",1.14,"J",3403
"Premium",0.7,"E",3403
"Ideal",0.85,"G",3403
"Premium",0.91,"D",3403
"Very Good",0.81,"H",3404
"Ideal",0.71,"F",3404
"Ideal",0.71,"F",3404
"Ideal",0.71,"F",3404
"Ideal",0.81,"E",3404
"Very Good",0.91,"F",3405
"Very Good",0.72,"G",3405
"Ideal",0.71,"F",3405
"Premium",1,"F",3405
"Very Good",0.71,"D",3406
"Ideal",0.71,"D",3406
"Very Good",0.9,"I",3407
"Very Good",0.9,"I",3407
"Premium",0.9,"G",3407
"Fair",0.92,"E",3407
"Good",1.04,"J",3407
"Premium",0.9,"G",3407
"Good",0.91,"D",3408
"Very Good",0.91,"H",3408
"Premium",0.83,"F",3408
"Ideal",0.72,"E",3409
"Ideal",0.72,"E",3409
"Ideal",0.72,"E",3409
"Premium",0.7,"D",3410
"Very Good",0.73,"D",3411
"Ideal",0.73,"G",3411
"Good",1.01,"I",3411
"Premium",1.01,"I",3411
"Ideal",1.07,"H",3412
"Ideal",0.73,"D",3412
"Very Good",0.74,"G",3413
"Ideal",0.79,"G",3413
"Ideal",0.81,"E",3413
"Premium",0.91,"H",3414
"Very Good",0.76,"E",3415
"Ideal",1.07,"H",3415
"Very Good",0.77,"F",3415
"Good",1.07,"F",3415
"Good",1.21,"G",3415
"Premium",1,"J",3416
"Good",0.74,"E",3416
"Very Good",0.74,"E",3416
"Very Good",0.92,"H",3417
"Ideal",0.79,"H",3417
"Ideal",0.72,"H",3417
"Ideal",0.72,"H",3417
"Premium",1.01,"H",3417
"Very Good",0.9,"J",3418
"Ideal",0.9,"J",3418
"Good",0.93,"F",3418
"Fair",0.86,"G",3418
"Very Good",1.09,"E",3418
"Very Good",0.8,"D",3419
"Ideal",0.7,"E",3419
"Ideal",0.7,"D",3419
"Ideal",0.75,"E",3419
"Good",0.7,"E",3419
"Good",0.7,"E",3419
"Very Good",0.96,"D",3419
"Good",0.96,"D",3419
"Very Good",0.72,"F",3420
"Very Good",0.78,"E",3420
"Very Good",0.71,"D",3420
"Ideal",0.82,"H",3420
"Ideal",0.8,"F",3420
"Very Good",0.93,"F",3420
"Premium",1.01,"J",3421
"Ideal",0.71,"E",3421
"Ideal",0.71,"F",3421
"Ideal",0.59,"E",3422
"Ideal",0.81,"I",3422
"Ideal",0.81,"F",3422
"Good",0.9,"E",3422
"Good",1,"J",3422
"Fair",1,"J",3422
"Good",0.91,"F",3423
"Premium",0.91,"G",3423
"Premium",0.91,"H",3423
"Ideal",0.91,"H",3423
"Ideal",0.76,"H",3423
"Good",0.9,"J",3423
"Good",0.9,"J",3423
"Good",1.09,"G",3424
"Ideal",0.76,"H",3424
"Good",0.9,"D",3425
"Premium",0.7,"D",3425
"Very Good",0.71,"G",3425
"Ideal",0.91,"G",3425
"Good",0.93,"G",3425
"Good",0.91,"H",3425
"Good",1.04,"J",3425
"Fair",1,"J",3427
"Very Good",1,"G",3427
"Ideal",0.72,"E",3427
"Good",1.02,"H",3427
"Premium",1,"G",3427
"Good",0.9,"F",3427
"Ideal",0.9,"G",3428
"Ideal",0.82,"F",3428
"Good",0.77,"D",3428
"Ideal",1.05,"I",3428
"Very Good",0.77,"D",3428
"Premium",0.77,"D",3428
"Premium",0.77,"D",3428
"Very Good",0.7,"E",3429
"Very Good",0.78,"F",3429
"Premium",0.8,"F",3429
"Ideal",0.8,"F",3429
"Good",0.8,"F",3429
"Ideal",0.73,"E",3429
"Ideal",0.89,"E",3429
"Ideal",0.73,"H",3429
"Premium",0.9,"I",3431
"Premium",0.9,"I",3431
"Ideal",0.76,"E",3431
"Ideal",0.71,"G",3431
"Ideal",0.71,"G",3431
"Ideal",0.71,"G",3431
"Ideal",0.71,"G",3431
"Ideal",0.71,"G",3431
"Ideal",0.71,"G",3431
"Ideal",0.71,"G",3431
"Very Good",0.79,"D",3432
"Ideal",0.74,"G",3434
"Very Good",0.91,"G",3435
"Ideal",0.75,"E",3435
"Ideal",0.71,"E",3435
"Good",0.79,"F",3436
"Very Good",0.9,"G",3437
"Very Good",0.9,"H",3437
"Very Good",0.9,"H",3437
"Premium",0.9,"F",3437
"Fair",0.9,"F",3437
"Premium",0.93,"H",3437
"Premium",0.93,"H",3437
"Very Good",0.91,"E",3438
"Very Good",0.91,"E",3438
"Ideal",0.73,"I",3438
"Ideal",0.82,"F",3439
"Ideal",1.01,"F",3439
"Ideal",0.73,"D",3440
"Ideal",0.85,"E",3441
"Premium",0.8,"D",3441
"Very Good",0.73,"F",3442
"Ideal",0.53,"D",3442
"Ideal",0.77,"D",3442
"Ideal",0.86,"G",3442
"Very Good",0.82,"I",3443
"Good",0.76,"D",3443
"Ideal",0.76,"D",3443
"Fair",1,"F",3443
"Fair",1.09,"J",3443
"Very Good",1.22,"J",3443
"Ideal",1.03,"F",3444
"Very Good",0.71,"H",3444
"Premium",1.03,"F",3444
"Premium",1.02,"J",3444
"Premium",0.78,"E",3444
"Very Good",0.9,"I",3445
"Very Good",0.9,"G",3445
"Premium",0.9,"G",3445
"Very Good",0.9,"G",3445
"Ideal",0.9,"J",3445
"Good",0.7,"F",3445
"Very Good",0.91,"G",3445
"Premium",0.78,"F",3446
"Ideal",0.51,"D",3446
"Ideal",0.76,"F",3446
"Ideal",0.51,"D",3446
"Ideal",0.7,"E",3446
"Ideal",0.81,"H",3446
"Very Good",0.9,"H",3447
"Very Good",0.9,"I",3447
"Good",0.9,"I",3447
"Good",0.9,"H",3447
"Very Good",0.9,"H",3447
"Very Good",0.9,"H",3447
"Very Good",0.9,"H",3447
"Premium",0.7,"G",3447
"Good",0.9,"H",3447
"Premium",0.76,"E",3447
"Ideal",0.7,"D",3448
"Very Good",0.72,"G",3449
"Very Good",1.04,"I",3449
"Very Good",0.9,"E",3449
"Good",0.9,"E",3449
"Premium",1,"E",3450
"Good",1,"E",3450
"Ideal",0.72,"D",3450
"Ideal",1,"E",3450
"Ideal",1,"E",3450
"Premium",1,"E",3450
"Ideal",1.01,"E",3450
"Premium",0.7,"G",3450
"Premium",0.77,"F",3450
"Premium",1,"E",3450
"Ideal",0.7,"G",3451
"Ideal",1.02,"J",3451
"Very Good",0.93,"H",3452
"Very Good",0.9,"G",3452
"Very Good",0.84,"E",3453
"Ideal",0.73,"E",3453
"Ideal",0.82,"F",3453
"Premium",0.91,"H",3453
"Good",0.9,"F",3453
"Ideal",0.74,"F",3454
"Very Good",0.3,"E",568
"Good",0.36,"H",568
"Ideal",0.36,"I",568
"Good",0.36,"I",568
"Ideal",0.36,"H",568
"Ideal",0.36,"I",568
"Good",0.3,"D",568
"Ideal",0.36,"H",568
"Good",0.3,"E",568
"Very Good",0.36,"H",568
"Very Good",0.36,"I",568
"Very Good",0.36,"I",568
"Ideal",0.36,"I",568
"Very Good",0.26,"E",569
"Ideal",0.35,"J",569
"Ideal",0.35,"J",569
"Ideal",0.3,"F",569
"Ideal",0.3,"F",569
"Ideal",0.33,"I",570
"Good",0.41,"G",570
"Good",0.3,"F",570
"Premium",0.3,"E",570
"Ideal",0.3,"F",570
"Ideal",0.3,"F",570
"Premium",0.3,"F",570
"Very Good",0.3,"F",570
"Ideal",0.3,"F",570
"Ideal",0.3,"F",570
"Premium",0.23,"F",571
"Very Good",0.36,"I",571
"Ideal",0.74,"D",3454
"Ideal",0.78,"D",3454
"Ideal",0.7,"D",3454
"Good",0.96,"H",3454
"Very Good",1.02,"E",3455
"Premium",1.02,"J",3455
"Ideal",0.9,"I",3455
"Ideal",1.02,"E",3455
"Ideal",0.75,"D",3456
"Ideal",0.86,"E",3456
"Premium",0.94,"F",3456
"Ideal",0.71,"F",3457
"Premium",0.9,"F",3457
"Premium",1.05,"J",3457
"Very Good",0.9,"F",3457
"Very Good",0.9,"F",3457
"Premium",0.9,"F",3457
"Premium",1.5,"H",3457
"Very Good",1.04,"J",3459
"Ideal",1.02,"G",3459
"Premium",0.9,"J",3459
"Ideal",0.73,"G",3459
"Premium",0.72,"D",3459
"Very Good",0.82,"G",3460
"Very Good",0.8,"F",3460
"Ideal",1.03,"F",3461
"Very Good",0.71,"F",3461
"Fair",1.01,"G",3461
"Premium",1.01,"G",3461
"Ideal",1.06,"F",3461
"Premium",1.01,"I",3461
"Premium",0.74,"D",3461
"Good",1.01,"G",3461
"Ideal",0.96,"I",3462
"Premium",0.74,"E",3462
"Ideal",0.75,"E",3462
"Very Good",1.01,"J",3462
"Very Good",0.81,"D",3462
"Ideal",0.74,"G",3462
"Ideal",0.73,"F",3463
"Very Good",0.91,"D",3463
"Ideal",0.73,"H",3463
"Good",0.7,"D",3463
"Very Good",0.71,"E",3464
"Very Good",0.71,"E",3464
"Very Good",0.9,"I",3464
"Ideal",0.73,"D",3464
"Ideal",0.71,"E",3464
"Good",0.71,"E",3464
"Good",1,"I",3465
"Ideal",1,"J",3465
"Very Good",1,"J",3465
"Ideal",0.56,"D",3465
"Very Good",0.71,"D",3465
"Very Good",0.9,"F",3465
"Ideal",0.72,"E",3465
"Good",0.9,"F",3465
"Good",0.9,"H",3465
"Good",1.25,"I",3465
"Good",1.03,"G",3466
"Good",0.73,"E",3466
"Ideal",0.73,"D",3467
"Very Good",0.9,"F",3468
"Ideal",0.55,"D",3468
"Ideal",0.55,"D",3468
"Ideal",0.55,"D",3468
"Ideal",0.7,"F",3468
"Ideal",0.77,"H",3468
"Premium",0.9,"I",3468
"Premium",1.11,"I",3469
"Ideal",0.73,"E",3470
"Good",0.9,"F",3470
"Premium",0.7,"D",3471
"Very Good",0.8,"F",3471
"Very Good",0.8,"F",3471
"Ideal",0.73,"E",3471
"Ideal",0.7,"D",3471
"Ideal",0.7,"D",3471
"Good",0.73,"E",3471
"Ideal",0.7,"E",3472
"Premium",1,"H",3472
"Ideal",1,"I",3472
"Very Good",0.88,"H",3472
"Very Good",0.78,"G",3472
"Good",1,"H",3472
"Premium",1,"H",3472
"Fair",1,"H",3472
"Very Good",0.9,"D",3473
"Good",0.9,"D",3473
"Fair",0.9,"D",3473
"Premium",0.9,"D",3473
"Fair",0.9,"D",3473
"Very Good",0.9,"I",3473
"Premium",0.78,"D",3473
"Premium",0.91,"H",3475
"Ideal",0.72,"H",3475
"Ideal",0.84,"I",3475
"Very Good",0.74,"D",3476
"Very Good",0.7,"D",3477
"Good",0.8,"F",3477
"Fair",1.01,"F",3477
"Very Good",0.91,"J",3478
"Ideal",0.7,"F",3478
"Ideal",0.72,"G",3478
"Ideal",0.72,"G",3478
"Ideal",0.72,"G",3478
"Ideal",0.72,"G",3478
"Ideal",0.72,"G",3478
"Ideal",0.72,"G",3478
"Ideal",0.72,"G",3478
"Ideal",0.72,"G",3478
"Ideal",0.72,"G",3478
"Ideal",0.72,"G",3478
"Ideal",0.86,"E",3478
"Premium",0.9,"G",3478
"Very Good",0.9,"G",3478
"Premium",0.9,"I",3478
"Premium",0.71,"D",3479
"Very Good",0.96,"D",3480
"Premium",1.13,"H",3480
"Ideal",0.71,"F",3480
"Very Good",0.9,"H",3481
"Very Good",0.9,"H",3481
"Ideal",0.81,"F",3481
"Premium",0.83,"E",3482
"Very Good",0.9,"E",3482
"Ideal",0.83,"F",3482
"Fair",1.01,"H",3482
"Very Good",1.02,"J",3483
"Very Good",0.9,"I",3484
"Premium",0.9,"I",3484
"Very Good",0.9,"I",3484
"Good",0.9,"H",3484
"Good",1.01,"I",3484
"Premium",0.9,"I",3484
"Good",1.01,"E",3484
"Good",0.91,"H",3485
"Premium",0.98,"F",3485
"Premium",0.75,"G",3486
"Ideal",0.74,"D",3487
"Ideal",0.73,"G",3487
"Very Good",0.77,"E",3488
"Very Good",0.9,"I",3489
"Very Good",0.9,"I",3489
"Very Good",0.77,"D",3489
"Good",0.77,"D",3489
"Very Good",0.9,"G",3489
"Very Good",0.91,"F",3489
"Premium",0.89,"H",3489
"Ideal",0.92,"J",3489
"Ideal",0.72,"F",3489
"Good",0.9,"G",3489
"Premium",0.9,"G",3492
"Very Good",0.73,"E",3492
"Very Good",0.9,"H",3492
"Ideal",0.72,"G",3492
"Very Good",0.72,"D",3493
"Ideal",0.73,"F",3493
"Very Good",0.71,"F",3494
"Premium",0.8,"E",3494
"Ideal",0.54,"D",3494
"Ideal",0.8,"G",3494
"Premium",0.78,"E",3494
"Very Good",0.72,"E",3495
"Ideal",0.74,"G",3495
"Ideal",0.72,"F",3495
"Ideal",0.72,"D",3495
"Premium",0.83,"F",3495
"Premium",1.02,"J",3496
"Premium",1.02,"G",3496
"Ideal",0.56,"D",3496
"Very Good",0.91,"F",3496
"Very Good",0.74,"E",3497
"Ideal",0.81,"H",3497
"Ideal",0.76,"E",3497
"Ideal",0.74,"E",3497
"Good",1.51,"G",3497
"Very Good",0.74,"D",3498
"Ideal",0.9,"J",3498
"Premium",0.91,"H",3498
"Premium",1.01,"J",3499
"Premium",1.01,"J",3499
"Very Good",1.01,"J",3499
"Ideal",0.62,"F",3499
"Ideal",0.71,"F",3499
"Very Good",0.9,"H",3500
"Good",0.93,"H",3500
"Ideal",0.9,"G",3500
"Ideal",0.83,"F",3500
"Fair",0.9,"H",3500
"Ideal",1.01,"H",3501
"Premium",0.7,"D",3501
"Very Good",0.8,"D",3502
"Ideal",0.72,"G",3502
"Ideal",0.71,"D",3502
"Ideal",0.71,"D",3502
"Ideal",0.71,"D",3502
"Premium",0.8,"F",3502
"Very Good",0.9,"I",3503
"Ideal",0.85,"E",3503
"Premium",0.7,"F",3504
"Ideal",0.71,"G",3504
"Ideal",0.7,"E",3504
"Ideal",0.7,"E",3504
"Ideal",0.7,"E",3504
"Fair",1.52,"H",3504
"Ideal",1.2,"I",3505
"Good",0.9,"D",3505
"Good",0.91,"G",3506
"Premium",0.83,"E",3506
"Very Good",1.01,"G",3507
"Premium",1.01,"H",3507
"Very Good",0.81,"G",3507
"Premium",1.01,"F",3507
"Premium",0.9,"F",3507
"Premium",0.9,"F",3507
"Ideal",1.03,"F",3507
"Very Good",1.19,"E",3508
"Premium",0.9,"E",3508
"Very Good",0.9,"E",3508
"Fair",0.9,"E",3508
"Good",0.55,"D",3509
"Ideal",0.73,"D",3509
"Good",0.9,"E",3510
"Very Good",1.15,"G",3510
"Very Good",0.9,"E",3510
"Ideal",0.73,"E",3510
"Very Good",0.73,"E",3511
"Premium",0.91,"D",3511
"Premium",1,"H",3511
"Fair",1,"H",3511
"Fair",1,"H",3511
"Good",1.01,"G",3512
"Premium",1.04,"I",3512
"Good",0.9,"G",3512
"Very Good",0.9,"G",3512
"Premium",1.02,"J",3513
"Premium",0.82,"F",3513
"Ideal",0.82,"F",3514
"Premium",0.8,"G",3514
"Ideal",0.81,"H",3514
"Very Good",1.06,"I",3515
"Ideal",0.71,"F",3516
"Ideal",0.71,"F",3516
"Ideal",0.71,"F",3516
"Ideal",0.71,"E",3516
"Ideal",0.9,"H",3516
"Very Good",0.76,"E",3517
"Ideal",0.7,"H",3517
"Ideal",0.74,"D",3517
"Ideal",0.53,"D",3517
"Very Good",0.94,"F",3518
"Ideal",0.74,"E",3518
"Ideal",0.71,"D",3518
"Very Good",0.9,"I",3519
"Very Good",0.9,"F",3519
"Very Good",0.9,"F",3519
"Very Good",0.9,"F",3519
"Very Good",0.9,"F",3519
"Good",0.9,"F",3519
"Very Good",0.9,"F",3519
"Very Good",0.9,"F",3519
"Good",0.9,"F",3519
"Very Good",0.79,"F",3519
"Premium",1.02,"E",3519
"Ideal",1,"E",3520
"Good",0.91,"E",3520
"Good",0.91,"H",3520
"Ideal",1.02,"I",3521
"Ideal",0.9,"G",3521
"Ideal",0.9,"G",3521
"Ideal",0.93,"G",3521
"Ideal",0.72,"D",3522
"Good",0.96,"G",3522
"Ideal",0.73,"F",3524
"Ideal",0.7,"H",3524
"Good",0.71,"D",3524
"Premium",1.11,"J",3524
"Ideal",0.75,"G",3525
"Ideal",0.73,"G",3525
"Very Good",0.9,"E",3526
"Ideal",0.71,"E",3527
"Very Good",0.95,"E",3527
"Premium",1,"F",3528
"Ideal",1,"G",3528
"Very Good",0.82,"G",3528
"Ideal",0.73,"D",3528
"Good",1,"H",3528
"Premium",1,"J",3528
"Good",1,"I",3528
"Premium",1.24,"E",3528
"Ideal",1,"J",3528
"Premium",0.84,"E",3528
"Ideal",1.05,"J",3528
"Ideal",1.05,"H",3528
"Premium",0.92,"I",3529
"Ideal",0.7,"D",3529
"Fair",1.03,"G",3530
"Ideal",1.03,"I",3530
"Fair",1.03,"I",3530
"Very Good",0.24,"E",571
"Ideal",0.35,"H",571
"Ideal",0.35,"H",571
"Ideal",0.35,"H",571
"Ideal",0.35,"I",571
"Ideal",0.35,"I",571
"Ideal",0.36,"G",571
"Ideal",0.36,"G",571
"Ideal",0.36,"G",571
"Ideal",0.32,"G",571
"Good",0.32,"D",571
"Very Good",0.34,"E",571
"Premium",0.31,"D",571
"Good",0.31,"D",571
"Ideal",0.31,"D",571
"Premium",0.31,"D",571
"Good",0.31,"D",571
"Ideal",0.31,"D",571
"Ideal",0.31,"D",571
"Very Good",0.31,"D",571
"Ideal",0.31,"D",571
"Ideal",0.31,"I",571
"Good",0.31,"D",571
"Ideal",0.31,"D",571
"Ideal",0.31,"D",571
"Very Good",0.31,"D",571
"Ideal",0.31,"D",571
"Good",0.31,"D",571
"Ideal",0.31,"D",571
"Good",0.31,"D",571
"Very Good",0.91,"G",3531
"Ideal",0.78,"F",3531
"Ideal",0.78,"F",3531
"Ideal",0.78,"F",3531
"Good",1.01,"F",3532
"Ideal",0.77,"F",3533
"Fair",0.96,"E",3533
"Very Good",0.9,"D",3534
"Very Good",0.9,"D",3534
"Very Good",0.9,"D",3534
"Good",0.9,"D",3534
"Very Good",0.78,"D",3534
"Good",1.02,"J",3534
"Very Good",1.02,"J",3534
"Very Good",0.92,"F",3534
"Very Good",0.9,"I",3535
"Very Good",0.82,"G",3535
"Very Good",0.84,"G",3535
"Ideal",0.73,"E",3535
"Ideal",0.7,"D",3535
"Premium",1.01,"J",3535
"Very Good",0.7,"F",3536
"Ideal",0.65,"G",3536
"Good",0.7,"F",3536
"Good",1,"J",3536
"Fair",0.92,"H",3536
"Ideal",0.78,"F",3537
"Ideal",0.74,"G",3537
"Ideal",1.08,"J",3537
"Ideal",0.9,"I",3537
"Good",0.91,"E",3538
"Fair",0.9,"H",3538
"Good",0.9,"H",3538
"Fair",0.9,"H",3538
"Premium",0.78,"E",3538
"Ideal",0.81,"E",3538
"Premium",0.79,"G",3539
"Very Good",0.79,"E",3539
"Premium",0.9,"I",3539
"Very Good",0.9,"G",3539
"Good",0.91,"F",3539
"Good",0.93,"D",3540
"Ideal",0.71,"D",3540
"Ideal",0.72,"G",3540
"Fair",1.01,"F",3540
"Very Good",0.64,"E",3541
"Fair",1,"G",3541
"Good",1,"G",3541
"Premium",1.52,"I",3541
"Ideal",1.13,"F",3542
"Very Good",0.7,"G",3543
"Very Good",0.75,"E",3543
"Ideal",0.72,"D",3543
"Ideal",1.06,"F",3544
"Ideal",1.06,"F",3544
"Very Good",0.81,"G",3544
"Very Good",0.95,"I",3544
"Ideal",0.86,"I",3544
"Ideal",0.77,"G",3544
"Ideal",0.81,"G",3544
"Premium",1.13,"H",3544
"Premium",0.71,"G",3545
"Premium",0.9,"H",3545
"Ideal",0.9,"I",3545
"Fair",1.07,"G",3545
"Premium",0.92,"I",3545
"Premium",1.07,"G",3545
"Good",1.01,"E",3546
"Very Good",1.04,"H",3546
"Premium",0.91,"F",3546
"Premium",0.91,"F",3546
"Fair",1.01,"H",3546
"Ideal",0.72,"G",3547
"Premium",1.07,"G",3547
"Ideal",0.9,"H",3548
"Ideal",0.72,"G",3548
"Ideal",0.85,"I",3548
"Good",0.96,"H",3548
"Very Good",0.76,"G",3549
"Ideal",1.09,"G",3549
"Very Good",0.72,"E",3550
"Ideal",0.72,"D",3550
"Premium",0.92,"D",3550
"Very Good",0.75,"F",3551
"Very Good",0.9,"F",3552
"Ideal",0.71,"E",3553
"Ideal",0.71,"E",3553
"Premium",0.9,"F",3553
"Ideal",1.04,"I",3553
"Premium",1.03,"I",3553
"Ideal",0.72,"D",3554
"Premium",0.92,"G",3555
"Premium",0.92,"H",3555
"Ideal",0.75,"E",3555
"Good",1.01,"J",3555
"Premium",0.92,"G",3555
"Premium",0.9,"F",3556
"Premium",0.9,"F",3556
"Premium",0.83,"D",3556
"Very Good",0.9,"F",3556
"Premium",0.83,"D",3556
"Premium",0.73,"D",3557
"Premium",0.83,"F",3557
"Ideal",0.91,"G",3557
"Ideal",0.91,"G",3557
"Ideal",0.88,"H",3557
"Ideal",0.95,"J",3558
"Very Good",0.8,"F",3559
"Ideal",0.83,"F",3560
"Ideal",0.79,"G",3561
"Good",0.7,"D",3561
"Very Good",0.93,"I",3562
"Premium",1,"F",3562
"Ideal",1,"F",3562
"Ideal",0.75,"D",3562
"Very Good",0.93,"I",3563
"Very Good",0.78,"F",3563
"Very Good",1.01,"I",3563
"Premium",1.01,"J",3563
"Very Good",1.01,"F",3563
"Premium",1.01,"J",3563
"Premium",1.01,"J",3563
"Premium",1.01,"F",3563
"Very Good",0.78,"E",3564
"Premium",1.04,"G",3564
"Ideal",0.72,"F",3564
"Ideal",0.8,"D",3564
"Fair",1.04,"G",3564
"Very Good",0.73,"E",3565
"Premium",0.72,"E",3566
"Ideal",0.87,"E",3566
"Very Good",0.73,"G",3567
"Good",0.9,"D",3567
"Very Good",0.7,"D",3567
"Very Good",0.91,"H",3567
"Premium",0.9,"D",3568
"Premium",1,"G",3568
"Ideal",0.72,"D",3568
"Very Good",0.9,"F",3569
"Very Good",0.9,"F",3569
"Good",1,"D",3569
"Ideal",0.97,"F",3569
"Good",0.72,"D",3570
"Good",0.9,"E",3570
"Ideal",0.83,"H",3570
"Ideal",0.6,"D",3570
"Very Good",0.9,"I",3570
"Ideal",1.2,"I",3570
"Ideal",0.74,"G",3572
"Premium",1.19,"E",3572
"Very Good",0.91,"D",3573
"Premium",1.16,"H",3573
"Very Good",1.1,"I",3573
"Good",0.9,"G",3574
"Good",0.9,"G",3574
"Ideal",0.91,"I",3574
"Premium",1.15,"G",3574
"Very Good",1,"H",3575
"Fair",1,"E",3575
"Very Good",0.93,"J",3576
"Ideal",0.71,"D",3576
"Ideal",0.76,"I",3577
"Ideal",0.82,"E",3577
"Good",0.9,"H",3577
"Good",0.84,"E",3577
"Very Good",1.01,"G",3577
"Premium",0.82,"E",3577
"Ideal",0.9,"H",3578
"Premium",0.9,"D",3578
"Ideal",0.8,"G",3578
"Good",0.78,"E",3578
"Premium",0.71,"F",3578
"Very Good",0.91,"I",3579
"Premium",0.91,"I",3579
"Premium",1.06,"I",3579
"Premium",0.9,"D",3579
"Very Good",0.71,"E",3580
"Very Good",0.9,"I",3580
"Very Good",0.9,"I",3580
"Premium",0.9,"I",3580
"Good",1,"J",3580
"Very Good",0.9,"I",3581
"Premium",0.76,"D",3581
"Very Good",0.9,"G",3581
"Very Good",0.9,"G",3581
"Ideal",0.78,"H",3581
"Good",1.04,"F",3581
"Ideal",0.8,"H",3581
"Premium",1.02,"H",3581
"Ideal",0.78,"E",3582
"Ideal",0.71,"D",3582
"Good",0.71,"G",3583
"Premium",0.79,"E",3583
"Fair",0.98,"H",3583
"Very Good",0.9,"E",3584
"Premium",1,"G",3584
"Ideal",0.76,"E",3584
"Good",0.9,"E",3584
"Ideal",0.8,"E",3584
"Good",1,"H",3584
"Premium",1,"H",3584
"Fair",1,"I",3584
"Premium",1,"H",3584
"Premium",1,"E",3584
"Ideal",1,"E",3584
"Premium",1,"F",3584
"Ideal",0.7,"E",3585
"Ideal",0.7,"E",3585
"Premium",0.97,"D",3585
"Very Good",0.92,"E",3586
"Ideal",0.9,"J",3587
"Premium",0.7,"F",3587
"Ideal",1.04,"E",3588
"Ideal",0.91,"F",3588
"Ideal",0.82,"E",3588
"Premium",1.11,"D",3589
"Ideal",0.73,"G",3589
"Very Good",0.95,"E",3590
"Ideal",0.78,"G",3590
"Ideal",0.74,"F",3590
"Very Good",1.08,"F",3590
"Premium",0.7,"G",3591
"Premium",0.84,"E",3591
"Very Good",1.01,"J",3592
"Very Good",1.01,"H",3592
"Very Good",0.9,"G",3593
"Very Good",0.82,"D",3593
"Fair",0.99,"H",3593
"Premium",1.05,"J",3593
"Ideal",0.74,"F",3593
"Premium",0.93,"G",3594
"Very Good",0.9,"H",3595
"Very Good",0.9,"H",3595
"Ideal",1.07,"G",3595
"Ideal",0.73,"G",3595
"Ideal",0.78,"D",3595
"Good",0.9,"E",3595
"Good",0.9,"E",3595
"Good",0.9,"E",3595
"Good",0.9,"E",3595
"Very Good",0.84,"G",3596
"Very Good",0.9,"G",3597
"Fair",1.01,"F",3597
"Ideal",0.8,"D",3597
"Good",1.01,"F",3597
"Fair",1.01,"I",3597
"Fair",1.01,"F",3597
"Fair",1.01,"F",3597
"Premium",1.01,"F",3597
"Premium",1.01,"F",3597
"Ideal",1.01,"J",3599
"Premium",1.02,"J",3599
"Premium",0.9,"E",3599
